f150_descripcion;f120_referencia;f121_id_barras_principal;f120_descripcion;f117_descripcion_color;f121_id_ext1_detalle;f121_id_ext2_detalle;CATEGORIA;LINEA;MARCA;COLECCION;SECTOR;f400_fecha_ult_entrada;f400_fecha_ult_salida;f400_cant_existencia_1;f400_cant_comprometida_1;f400_cant_pendiente_salir_1;FECHA MINIMA ENTRADA;FECHA MAXIMA ENTRADA;FECHA MINIMA SALIDA;FECHA MAXIMA SALIDA
PRODUCTO TERMINADO ECOMMERCE;PF31120982                                        ;7706718523604;CAMISETA REMEMBER;BLANCO;100;L                   ;RAGSTYLE JEANS WEAR                     ;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISETA MANGA CORTA                    ;07/04/2022;07/04/2023;6;0;0;7/04/2022;7/04/2022;7/04/2022;7/04/2022
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31120982                                        ;7706718523628;CAMISETA REMEMBER;BLANCO;100;S                   ;RAGSTYLE JEANS WEAR                     ;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISETA MANGA CORTA                    ;12/09/2023;14/09/2023;3;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120538                                        ;7706718524380;TOP AMARANTO;BEIGE CLARO;270;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMO AB 2022;CAMISETA MANGA CORTA                    ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120538                                        ;7706718524434;TOP AMARANTO;AMARILLO MOSTAZA;702;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;PROMO AB 2022;CAMISETA MANGA CORTA                    ;03/11/2023;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31112518                                        ;7706718525042;BLUSA BERSHKA;BLANCO;100;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;CAMISA MANGA CORTA                      ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
NUESTRO URABA;PF12510255                                        ;7706718525387;VESTIDO SUNTROPEZ;AMARILLO MOSTAZA;702;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;PROMO AB 2022;VESTIDO CORTO MANGA CORTA               ;22/09/2021;04/02/2022;1;0;0;22/09/2021;22/09/2021;22/09/2021;22/09/2021
NUESTRO URABA;PF12510255                                        ;7706718525370;VESTIDO SUNTROPEZ;AMARILLO MOSTAZA;702;M                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;PROMO AB 2022;VESTIDO CORTO MANGA CORTA               ;22/09/2021;21/10/2021;1;0;0;22/09/2021;22/09/2021;22/09/2021;22/09/2021
NUESTRO URABA;PF12510255                                        ;7706718525325;VESTIDO SUNTROPEZ;AZUL OSCURO;401;M                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;PROMO AB 2022;VESTIDO CORTO MANGA CORTA               ;21/11/2021;20/11/2021;1;0;0;22/09/2021;21/11/2021;22/09/2021;22/09/2021
NUESTRO URABA;PF12510255                                        ;7706718525318;VESTIDO SUNTROPEZ;AZUL OSCURO;401;L                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;PROMO AB 2022;VESTIDO CORTO MANGA CORTA               ;20/11/2021;04/11/2021;1;0;0;22/09/2021;20/11/2021;22/09/2021;22/09/2021
VENDEDOR YENNY SANTAMARIA;PF31120977                                        ;7706718525592;TOP PENELOPE;LILA;502;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;26/01/2024;02/11/2023;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF31120977                                        ;7706718525431;TOP PENELOPE;CALIDAD TIPO B;0;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;10/04/2025;10/05/2025;1;0;0;11/07/2022;10/04/2025;11/07/2022;11/07/2022
LA 35;PF31120977                                        ;7706718525486;TOP PENELOPE;NEGRO;1;XS                  ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;10/12/2024;NULL;1;0;0;10/12/2024;10/12/2024;10/12/2024;10/12/2024
MAYORCA;PF31120977                                        ;7706718525479;TOP PENELOPE;NEGRO;1;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;14/01/2025;29/12/2024;1;0;0;9/12/2024;14/01/2025;9/12/2024;9/12/2024
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31120977                                        ;7704444711043;TOP PENELOPE;VERDE PASTO;321;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;03/05/2024;16/05/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31120977                                        ;7704444711029;TOP PENELOPE;VERDE PASTO;321;M                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;11/03/2025;29/08/2023;1;0;0;NULL;NULL;NULL;NULL
LA 35;PF31120977                                        ;7704444711043;TOP PENELOPE;VERDE PASTO;321;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;RAGSTYLE ENERO 2024 (AGOSTO 2023);CAMISETA MANGA SISA                     ;10/12/2024;14/12/2024;1;0;0;10/12/2024;10/12/2024;10/12/2024;10/12/2024
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31120986                                        ;7706718525783;BODY RUCHE TIRANTES;NEGRO;1;M                   ;RAGSTYLE;BODY;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;BODY                                    ;09/02/2022;09/02/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31120986                                        ;7706718525837;BODY RUCHE TIRANTES;BLANCO CRUDO;101;S                   ;RAGSTYLE;BODY;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;BODY                                    ;01/11/2024;31/12/2024;3;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31120986                                        ;7706718525912;BODY RUCHE TIRANTES;ROSADO CANDY;665;S                   ;RAGSTYLE;BODY;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;BODY                                    ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31120986                                        ;7706718525875;BODY RUCHE TIRANTES;AZUL CLARO;450;S                   ;RAGSTYLE;BODY;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;BODY                                    ;01/11/2024;28/12/2023;2;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120536                                        ;7706718526193;CROP TOP MIAMI;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA SISA                     ;15/07/2025;22/03/2024;3;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120536                                        ;7706718526193;CROP TOP MIAMI;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA SISA                     ;11/07/2025;15/07/2025;4;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120536                                        ;7706718526186;CROP TOP MIAMI;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA SISA                     ;21/02/2024;23/02/2024;7;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120536                                        ;7706718526179;CROP TOP MIAMI;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA SISA                     ;02/02/2024;31/10/2023;3;0;0;NULL;NULL;NULL;NULL
LA 35;PF13120536                                        ;7706718526155;CROP TOP MIAMI;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA SISA                     ;05/02/2024;28/03/2025;1;0;0;17/05/2023;5/02/2024;17/05/2023;17/05/2023
LA 35;PF13120536                                        ;7704444749862;CROP TOP MIAMI;AZUL MEDIO;420;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA SISA                     ;20/04/2024;24/09/2024;2;0;0;19/10/2023;20/04/2024;19/10/2023;19/10/2023
CONSIGNACION CAROLINA MACHADO;PF31120985                                        ;7706718526605;CROP TOP FRUNCE;VERDE MENTA;331;XS                  ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;AGOSTO ECM RS PROMO 2023;CROPED                                  ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
LA 35;PF31120985                                        ;7706718882633;CROP TOP FRUNCE;ROSADO CANDY;665;M                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;AGOSTO ECM RS PROMO 2023;CROPED                                  ;02/12/2023;28/12/2024;1;0;0;8/09/2023;2/12/2023;8/09/2023;8/09/2023
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31120985                                        ;7706718882534;CROP TOP FRUNCE;VERDE ESMERALDA;302;XS                  ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;AGOSTO ECM RS PROMO 2023;CROPED                                  ;13/05/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
LA 65;PF31120985                                        ;7706718882596;CROP TOP FRUNCE;LILA;502;M                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;AGOSTO ECM RS PROMO 2023;CROPED                                  ;20/02/2025;12/03/2024;1;0;0;8/09/2023;20/02/2025;8/09/2023;8/09/2023
GUAYABAL 2;PF11511049                                        ;7706718526650;VESTIDO TAYLOR;CALIDAD TIPO B;0;XS                  ;TRENDS;VESTIDO;RAGGED                                  ;ECOMMERCE PROMO SEPTIEMBRE 2022;VESTIDO LARGO MANGA CORTA               ;02/12/2021;08/12/2021;1;0;0;2/12/2021;2/12/2021;2/12/2021;2/12/2021
CONSIGNACION CAROLINA MACHADO;PF31120987                                        ;7706718526865;CAMISETA MARTINA;BLANCO CRUDO;101;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMO RAGSTYLE NOVIEMBRE 23;CAMISETA MANGA CORTA                    ;01/11/2024;22/07/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12510256                                        ;7706718527336;VESTIDO SANDIA;NEGRO;1;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;PROMO AB 2022;VESTIDO CORTO MANGA CORTA               ;13/12/2022;23/01/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31310527                                        ;7706718528104;PANTALON SUNTROPEZ;AZUL OSCURO;401;8;RAGSTYLE JEANS WEAR                     ;PANTALON;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;PANTALON BOTA RECTA                     ;28/08/2023;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31310527                                        ;7706718528159;PANTALON SUNTROPEZ;ROJO PERSA;612;8;RAGSTYLE JEANS WEAR                     ;PANTALON;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;PANTALON BOTA RECTA                     ;12/02/2024;01/02/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31310527                                        ;7706718528159;PANTALON SUNTROPEZ;ROJO PERSA;612;8;RAGSTYLE JEANS WEAR                     ;PANTALON;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;PANTALON BOTA RECTA                     ;01/07/2025;12/02/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF35350185                                        ;7706718528883;JEAN MOM ATLANTIDA;BLANCO CRUDO;101;12;RAGSTYLE INDIGO                         ;JEANS;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;JEANS BOTA RECTA                        ;06/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF35350185                                        ;7706718528883;JEAN MOM ATLANTIDA;BLANCO CRUDO;101;12;RAGSTYLE INDIGO                         ;JEANS;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;JEANS BOTA RECTA                        ;27/05/2025;05/06/2025;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF35350185                                        ;7706718528838;JEAN MOM ATLANTIDA;CALIDAD TIPO B;0;12;RAGSTYLE INDIGO                         ;JEANS;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;JEANS BOTA RECTA                        ;18/06/2025;19/11/2021;1;0;0;19/11/2021;18/06/2025;19/11/2021;19/11/2021
CONSIGNACION CAROLINA MACHADO;PF12510257                                        ;7706718529248;VESTIDO CANALI;ROSADO OSCURO;651;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;ECOMMERCE PROMO SEPTIEMBRE 2022;VESTIDO LARGO MANGA SISA                ;04/11/2023;14/12/2023;1;0;0;NULL;NULL;NULL;NULL
TERMINAL DEL NORTE;PF13120534                                        ;7706718530091;CROP TOP TURKS;CALIDAD TIPO B;0;L                   ;RAGGED;CAMISETA;RAGGED                                  ;DICIEMBRE RAGGED C3 2021;TOPS                                    ;11/04/2025;13/04/2022;1;0;0;7/02/2022;11/04/2025;7/02/2022;7/02/2022
CONSIGNACION CAROLINA MACHADO;PF13120534                                        ;7706718530183;CROP TOP TURKS;BEIGE CLARO;270;M                   ;RAGGED;CAMISETA;RAGGED                                  ;DICIEMBRE RAGGED C3 2021;TOPS                                    ;01/11/2024;05/11/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120534                                        ;7706718530244;CROP TOP TURKS;AZUL CLARO;450;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;DICIEMBRE RAGGED C3 2021;TOPS                                    ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120540                                        ;7706718530879;TOP ATLETICO ABERTURAS;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMO AB 2022;TOPS                                    ;01/11/2024;25/07/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120540                                        ;7706718530886;TOP ATLETICO ABERTURAS;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMO AB 2022;TOPS                                    ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120539                                        ;7706718531043;BODY MILAN;BLANCO CRUDO;101;S                   ;RAGGED;BODY;RAGGED                                  ;PROMO AB 2022;BODY                                    ;22/10/2022;30/09/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11112281                                        ;7706718531159;BLUSA AMARETO;BLANCO CRUDO;101;L                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO AB 2022;CAMISA MANGA CORTA                      ;19/04/2022;11/12/2021;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11112281                                        ;7706718531180;BLUSA AMARETO;BLANCO CRUDO;101;XL                  ;TRENDS;CAMISA;RAGGED                                  ;PROMO AB 2022;CAMISA MANGA CORTA                      ;01/11/2024;07/12/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12110561                                        ;7706718531272;BLUSA BILBAO;CALIDAD TIPO B;0;S                   ;RAGGED;CAMISA;RAGGED                                  ;OCTUBRE RAGGED C4 2021;CAMISA MANGA LARGA                      ;31/07/2025;07/02/2025;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12110561                                        ;7706718531319;BLUSA BILBAO;BLANCO;100;M                   ;RAGGED;CAMISA;RAGGED                                  ;OCTUBRE RAGGED C4 2021;CAMISA MANGA LARGA                      ;30/01/2023;21/05/2024;2;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF51120598                                        ;7706718677772;CAMISETA VIE;LILA;502;XL                  ;FORMETOO;CAMISETA;FORMETOO                                ;JULIO RAGGED C5 2022;CAMISETA MANGA CORTA                    ;07/02/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31510929                                        ;7706718532170;VESTIDO YASUR;AZUL OSCURO;401;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;VESTIDO LARGO MANGA CORTA               ;21/01/2025;22/01/2025;2;0;0;NULL;NULL;NULL;NULL
PUENTE ARANDA;PF31112522                                        ;7706718532804;BLUSA LAVARDIN;ROSADO OSCURO;651;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;RAGSTYLE OCTUBRE (ABRIL 2023);CAMISA MANGA 3/4                        ;14/12/2023;NULL;1;0;0;14/12/2023;14/12/2023;14/12/2023;14/12/2023
GUAYABAL 2;PF31310528                                        ;7706718533290;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;8;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;12/03/2025;09/08/2023;2;0;0;27/04/2022;12/03/2025;27/04/2022;27/04/2022
UNICO BARRANQUILLA;PF31310528                                        ;7706718533283;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;6;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;03/04/2024;06/05/2022;1;0;0;27/04/2022;3/04/2024;27/04/2022;27/04/2022
TERMINAL DEL NORTE;PF31310528                                        ;7706718533283;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;6;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;17/08/2023;26/12/2023;1;0;0;19/10/2022;17/08/2023;19/10/2022;19/10/2022
TERMINAL DEL NORTE;PF31310528                                        ;7706718533290;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;8;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;12/11/2023;10/07/2025;1;0;0;27/01/2023;12/11/2023;27/01/2023;27/01/2023
PRODUCTO TERMINADO ECOMMERCE;PF31310528                                        ;7706718533283;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;6;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;01/04/2022;19/12/2022;6;0;0;1/04/2022;1/04/2022;1/04/2022;1/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31310528                                        ;7706718533290;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;8;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;01/04/2022;29/03/2023;5;0;0;1/04/2022;1/04/2022;1/04/2022;1/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31310528                                        ;7706718533276;PANTALON RIBETES ZARA;AMARILLO MOSTAZA;702;14;RAGSTYLE;PANTALON;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;PANTALON BOTA RECTA                     ;11/01/2023;31/01/2023;2;0;0;1/04/2022;11/01/2023;1/04/2022;1/04/2022
